ADM_SECT_GBN|ADM_CD|ADM_SECT_NM|LOWEST_ADM_SECT_NM|DEL_YMD|CHG_BEF_ADM_SECT_GBN|CRE_YMD|CHG_BEF_ADM_SECT_CD|COL_ADM_SECT_CD
A|4300000000|충청북도|충청북도|||19880423||26110
A|4311000000|충청북도 청주시|청주시|||||26110
A|4311100000|충청북도 청주시 상당구|청주시 상당구|||19950101||26110
A|4311131000|충청북도 청주시 상당구 낭성면|낭성면|||20140701||26110
A|4311132000|충청북도 청주시 상당구 미원면|미원면|||20140701||26110
A|4311133000|충청북도 청주시 상당구 가덕면|가덕면|||20140701||26110
A|4311134000|충청북도 청주시 상당구 남일면|남일면|||20140701||26110
A|4311135000|충청북도 청주시 상당구 문의면|문의면|||20140701||26110
A|4311152500|충청북도 청주시 상당구 중앙동|중앙동|||19880201||26110
A|4311154500|충청북도 청주시 상당구 성안동|성안동|||19880201||26110
A|4311162000|충청북도 청주시 상당구 탑대성동|탑대성동|||19950101||26110
A|4311167000|충청북도 청주시 상당구 영운동|영운동|||19950101||26110
A|4311168000|충청북도 청주시 상당구 금천동|금천동|||19950101||26110
A|4311169000|충청북도 청주시 상당구 용담명암산성동|용담명암산성동|||19950101||26110
A|4311172000|충청북도 청주시 상당구 용암1동|용암1동|||20030401||26110
A|4311173000|충청북도 청주시 상당구 용암2동|용암2동|||20030401||26110
A|4311200000|충청북도 청주시 서원구|청주시 서원구|||20140701||26110
A|4311231000|충청북도 청주시 서원구 남이면|남이면|||20140701||26110
A|4311232000|충청북도 청주시 서원구 현도면|현도면|||20140701||26110
A|4311251000|충청북도 청주시 서원구 사직1동|사직1동|||20140701||26110
A|4311252000|충청북도 청주시 서원구 사직2동|사직2동|||20140701||26110
A|4311253000|충청북도 청주시 서원구 사창동|사창동|||20140701||26110
A|4311254000|충청북도 청주시 서원구 모충동|모충동|||20140701||26110
A|4311255000|충청북도 청주시 서원구 산남동|산남동|||20140701||26110
A|4311256000|충청북도 청주시 서원구 분평동|분평동|||20140701||26110
A|4311257000|충청북도 청주시 서원구 수곡1동|수곡1동|||20140701||26110
A|4311258000|충청북도 청주시 서원구 수곡2동|수곡2동|||20140701||26110
A|4311259000|충청북도 청주시 서원구 성화개신죽림동|성화개신죽림동|||20140701||26110
A|4311300000|충청북도 청주시 흥덕구|청주시 흥덕구|||19950101||26110
A|4311325000|충청북도 청주시 흥덕구 오송읍|오송읍|||20140701||26110
A|4311331000|충청북도 청주시 흥덕구 강내면|강내면|||20140701||26110
A|4311332000|충청북도 청주시 흥덕구 옥산면|옥산면|||20140701||26110
A|4311370000|충청북도 청주시 흥덕구 운천신봉동|운천신봉동|||19950101||26110
A|4311374100|충청북도 청주시 흥덕구 복대1동|복대1동|||19950101||26110
A|4311374200|충청북도 청주시 흥덕구 복대2동|복대2동|||19950101||26110
A|4311374700|충청북도 청주시 흥덕구 가경동|가경동|||19950101||26110
A|4311375100|충청북도 청주시 흥덕구 봉명1동|봉명1동|||19950101||26110
A|4311375600|충청북도 청주시 흥덕구 봉명2송정동|봉명2송정동|||19950101||26110
A|4311376000|충청북도 청주시 흥덕구 강서1동|강서1동|||19950101||26110
A|4311377000|충청북도 청주시 흥덕구 강서2동|강서2동|||19950101||26110
A|4311400000|충청북도 청주시 청원구|청주시 청원구|||20140701||26110
