ADM_SECT_GBN|ADM_CD|ADM_SECT_NM|LOWEST_ADM_SECT_NM|DEL_YMD|CHG_BEF_ADM_SECT_GBN|CRE_YMD|CHG_BEF_ADM_SECT_CD|COL_ADM_SECT_CD
L|3611033028|세종특별자치시  부강면 금호리|금호리||L|20120701|4371038022|26110
L|3611034000|세종특별자치시  금남면|금남면||L|20120701|4473034000|26110
L|3611034021|세종특별자치시  금남면 용포리|용포리||L|20120701|4473034021|26110
L|3611034022|세종특별자치시  금남면 발산리|발산리||L|20120701|4473034022|26110
L|3611034023|세종특별자치시  금남면 감성리|감성리||L|20120701|4473034023|26110
L|3611034024|세종특별자치시  금남면 두만리|두만리||L|20120701|4473034024|26110
L|3611034025|세종특별자치시  금남면 용담리|용담리||L|20120701|4473034025|26110
L|3611034026|세종특별자치시  금남면 축산리|축산리||L|20120701|4473034026|26110
L|3611034027|세종특별자치시  금남면 금천리|금천리||L|20120701|4473034027|26110
L|3611034028|세종특별자치시  금남면 영치리|영치리||L|20120701|4473034028|26110
L|3611034029|세종특별자치시  금남면 남곡리|남곡리||L|20120701|4473034029|26110
L|3611034030|세종특별자치시  금남면 황용리|황용리||L|20120701|4473034030|26110
L|3611034031|세종특별자치시  금남면 영대리|영대리||L|20120701|4473034031|26110
L|3611034032|세종특별자치시  금남면 달전리|달전리||L|20120701|4473034032|26110
L|3611034033|세종특별자치시  금남면 박산리|박산리||L|20120701|4473034033|26110
L|3611034034|세종특별자치시  금남면 대박리|대박리||L|20120701|4473034034|26110
L|3611034035|세종특별자치시  금남면 부용리|부용리||L|20120701|4473034035|26110
L|3611034036|세종특별자치시  금남면 장재리|장재리||L|20120701|4473034040|26110
L|3611034037|세종특별자치시  금남면 호탄리|호탄리||L|20120701|4473034041|26110
L|3611034038|세종특별자치시  금남면 신촌리|신촌리||L|20120701|4473034042|26110
L|3611034039|세종특별자치시  금남면 도암리|도암리||L|20120701|4473034043|26110
L|3611034040|세종특별자치시  금남면 성덕리|성덕리||L|20120701|4473034044|26110
L|3611034041|세종특별자치시  금남면 영곡리|영곡리||L|20120701|4473034045|26110
L|3611034042|세종특별자치시  금남면 성강리|성강리||L|20120701|4415034022|26110
L|3611034043|세종특별자치시  금남면 봉암리|봉암리||L|20120701|4415034024|26110
L|3611034044|세종특별자치시  금남면 국곡리|국곡리||L|20120701|4415034025|26110
L|3611034045|세종특별자치시  금남면 원봉리|원봉리||L|20120701|4415034026|26110
L|3611034046|세종특별자치시  금남면 도남리|도남리||L|20120701|4415034027|26110
L|3611035000|세종특별자치시  장군면|장군면||L|20120701|4415035000|26110
L|3611035021|세종특별자치시  장군면 도계리|도계리||L|20120701|4415035021|26110
L|3611035022|세종특별자치시  장군면 평기리|평기리||L|20120701|4415035022|26110
L|3611035023|세종특별자치시  장군면 대교리|대교리||L|20120701|4415035023|26110
L|3611035024|세종특별자치시  장군면 봉안리|봉안리||L|20120701|4415035024|26110
L|3611035025|세종특별자치시  장군면 금암리|금암리||L|20120701|4415035033|26110
L|3611035026|세종특별자치시  장군면 하봉리|하봉리||L|20120701|4415035029|26110
L|3611035027|세종특별자치시  장군면 은용리|은용리||L|20120701|4415035032|26110
L|3611035028|세종특별자치시  장군면 산학리|산학리||L|20120701|4415035031|26110
L|3611035029|세종특별자치시  장군면 송문리|송문리||L|20120701|4415035034|26110
L|3611035030|세종특별자치시  장군면 송정리|송정리||L|20120701|4415036028|26110
L|3611035031|세종특별자치시  장군면 송학리|송학리||L|20120701|4415036029|26110
L|3611035032|세종특별자치시  장군면 용현리|용현리||L|20120701|4415036030|26110
L|3611035033|세종특별자치시  장군면 용암리|용암리||L|20120701|4415036031|26110
L|3611035034|세종특별자치시  장군면 태산리|태산리||L|20120701|4415036032|26110
L|3611036000|세종특별자치시  연서면|연서면||L|20120701|4473032000|26110
L|3611036021|세종특별자치시  연서면 월하리|월하리||L|20120701|4473032021|26110
L|3611036022|세종특별자치시  연서면 쌍전리|쌍전리||L|20120701|4473032022|26110
L|3611036023|세종특별자치시  연서면 성제리|성제리||L|20120701|4473032023|26110
L|3611036024|세종특별자치시  연서면 고복리|고복리||L|20120701|4473032024|26110
L|3611036025|세종특별자치시  연서면 용암리|용암리||L|20120701|4473032025|26110
L|3611036026|세종특별자치시  연서면 쌍류리|쌍류리||L|20120701|4473032026|26110
L|3611036027|세종특별자치시  연서면 청라리|청라리||L|20120701|4473032027|26110
L|3611036028|세종특별자치시  연서면 기룡리|기룡리||L|20120701|4473032028|26110
L|3611036029|세종특별자치시  연서면 신대리|신대리||L|20120701|4473032029|26110
L|3611036030|세종특별자치시  연서면 국촌리|국촌리||L|20120701|4473032030|26110
L|3611036031|세종특별자치시  연서면 와촌리|와촌리||L|20120701|4473032031|26110
L|3611036032|세종특별자치시  연서면 부동리|부동리||L|20120701|4473032032|26110
L|3611036033|세종특별자치시  연서면 봉암리|봉암리||L|20120701|4473032033|26110
L|3611037000|세종특별자치시  전의면|전의면||L|20120701|4473035000|26110
L|3611037021|세종특별자치시  전의면 읍내리|읍내리||L|20120701|4473035021|26110
L|3611037022|세종특별자치시  전의면 동교리|동교리||L|20120701|4473035022|26110
L|3611037023|세종특별자치시  전의면 서정리|서정리||L|20120701|4473035023|26110
L|3611037024|세종특별자치시  전의면 원성리|원성리||L|20120701|4473035024|26110
L|3611037025|세종특별자치시  전의면 신흥리|신흥리||L|20120701|4473035025|26110
L|3611037026|세종특별자치시  전의면 유천리|유천리||L|20120701|4473035026|26110
L|3611037027|세종특별자치시  전의면 관정리|관정리||L|20120701|4473035031|26110
L|3611037028|세종특별자치시  전의면 신정리|신정리||L|20120701|4473035032|26110
L|3611037029|세종특별자치시  전의면 노곡리|노곡리||L|20120701|4473035033|26110
L|3611037030|세종특별자치시  전의면 신방리|신방리||L|20120701|4473035034|26110
L|3611037031|세종특별자치시  전의면 영당리|영당리||L|20120701|4473035035|26110
L|3611037032|세종특별자치시  전의면 양곡리|양곡리||L|20120701|4473035036|26110
L|3611037033|세종특별자치시  전의면 달전리|달전리||L|20120701|4473035037|26110
L|3611037034|세종특별자치시  전의면 금사리|금사리||L|20120701|4473035039|26110
L|3611037035|세종특별자치시  전의면 다방리|다방리||L|20120701|4473035038|26110
L|3611038000|세종특별자치시  전동면|전동면||L|20120701|4473036000|26110
L|3611038021|세종특별자치시  전동면 노장리|노장리||L|20120701|4473036021|26110
L|3611038022|세종특별자치시  전동면 봉대리|봉대리||L|20120701|4473036022|26110
L|3611038023|세종특별자치시  전동면 청송리|청송리||L|20120701|4473036023|26110
L|3611038024|세종특별자치시  전동면 석곡리|석곡리||L|20120701|4473036024|26110
L|3611038025|세종특별자치시  전동면 보덕리|보덕리||L|20120701|4473036025|26110
L|3611038026|세종특별자치시  전동면 송곡리|송곡리||L|20120701|4473036026|26110
L|3611038027|세종특별자치시  전동면 송정리|송정리||L|20120701|4473036027|26110
L|3611038028|세종특별자치시  전동면 청람리|청람리||L|20120701|4473036028|26110
L|3611038029|세종특별자치시  전동면 미곡리|미곡리||L|20120701|4473036029|26110
L|3611038030|세종특별자치시  전동면 송성리|송성리||L|20120701|4473036030|26110
L|3611038031|세종특별자치시  전동면 심중리|심중리||L|20120701|4473036031|26110
L|3611039000|세종특별자치시  소정면|소정면||L|20120701|4473037000|26110
L|3611039021|세종특별자치시  소정면 소정리|소정리||L|20120701|4473037021|26110
L|3611039022|세종특별자치시  소정면 운당리|운당리||L|20120701|4473037023|26110
L|3611039023|세종특별자치시  소정면 대곡리|대곡리||L|20120701|4473037024|26110
L|3611039024|세종특별자치시  소정면 고등리|고등리||L|20120701|4473037022|26110
